livre	chapitre	verset	fr	ewe
2CH	33	25	Mais le peuple du pays frappa tous ceux qui avaient conspiré contre le roi Amon; et le peuple du pays établit roi Josias, son fils, à sa place.	Tete duko haho la tso via Yo- siya do fia de etefe. Yosia gblé trõsubosubọ
2CH	28	18	Les Philistins firent une invasion dans les villes de la plaine et du midi de Juda; ils prirent Beth-Schémesch, Ajalon, Guedéroth, Soco et les villes de son ressort, Thimna et les villes de son ressort Guimzo et les villes de son ressort, et ils s’y établirent.	Eye Filistitowo ha va kaka de tagbadu- e Fin. IT. 18,1-3. wo me kple Yuda fe dziehe, eye woho Bet-Semes, Ayalon, Gede- rot, Soho kple enu duwo, Timna kple enu duwo kpakple Gimso kple enu duwo, eye wono wo me
2CH	25	3	Lorsque la royauté fut affermie entre ses mains, il fit périr ses serviteurs qui avaient tué le roi son père.	Eye esi fiadufe la li Amazya zu Yuda-fia. 24, 19-25, 14 . 24, 16. d ; . f kpoFia.II.14, ke de esi me la, ewu efe dola, siwo wu fofoa fia la
2CH	25	12	Et les fils de Juda en saisirent dix mille vivants, qu’ils menèrent au sommet d’un rocher, d’où ils les précipitèrent; et tous furent écrasés.	Yuda-viwo lé ame akpe ewo agbagbe, eye wokplo wo yi agakpe la tame, eye wotutu wo tso agakpea tame, eye wo katà gbà yawayawa
2CH	19	10	Dans toute contestation qui vous sera soumise par vos frères, établis dans leurs villes, relativement à un meurtre, à une loi, à un commandement, à des préceptes et à des ordonnances, vous les éclairerez, afin qu’ils ne se rendent pas coupables envers l’Éternel, et que sa colère n’éclate pas sur vous et sur vos frères. C’est ainsi que vous agirez, et vous ne serez point coupables.	Ne mia novi, siwo le wofe duwo me, he nyaa de ve na mi, Wbnya alo nufiame- wo, sewo, dodowo kple konuwo nu nya la, ekema mihló nu wo, ne womapadi fo de Yehowa nu, eye domedzoe nava mia kple mia no- viwo dzi o; alea miawo, ne mia- gadi fo o
2CH	9	17	Le roi fit un grand trône d’ivoire, et le couvrit d’or pur.	Fia la tso nyidu wo fiazikpui gáa de hà, eye wófa sika nyuito do enu
2CH	20	27	Tous les hommes de Juda et de Jérusalem, ayant à leur tête Josaphat, partirent joyeux pour retourner à Jérusalem, car l’Éternel les avait remplis de joie en les délivrant de leurs ennemis.	Eye Yuda-nutsuwo kple Yerusalem-nutsuwo kata tro gbo, eye Yosafat.le wo nu hegbo va Yerusalem kple dzidzo, elabena Yehowa do dzidzo na wo de wofe futowo nu
2CH	29	31	Ézéchias prit alors la parole, et dit: Maintenant que vous vous êtes consacrés à l’Éternel, approchez-vous, amenez des victimes et offrez en sacrifices d’actions de grâces à la maison de l’Éternel. Et l’assemblée amena des victimes et offrit des sacrifices d’actions de grâces, et tous ceux dont le cœur était bien disposé offrirent des holocaustes.	Emegbe Hizkiya ho edzi gblo bena: Azo mieko mia dokul nu na Yehowa. Mite va, ne miasa akpedavo kple kafukafuvo le Yehowa fe afe la me! Eye ameha blibo la sa akpedavo kple ka- fukafuvo, eye amesiame, si lo le edokui si la, sa numevo
2CH	4	7	Il fit dix chandeliers d’or, selon l’ordonnance qui les concernait, et il les plaça dans le temple, cinq à droite et cinq à gauche.	Ewo sikakaditi ewo de wofe do- do la nu, eye wótso wo da de do- donuho la me, wo ame ató le dusi me, eye wo ame ato le mia me
2CH	26	2	Ozias rebâtit Éloth et la fit rentrer sous la puissance de Juda, après que le roi fut couché avec ses pères.	Esime fia la mlo fofoawo gbo la, etso Elot, eye wógagbugboe na Yuda. 3Uziya ho fe wuiade, esime wózu fia, eye wódu fia fe blaató vo eve le Yerusalem
2CH	3	8	Il fit la maison du lieu très saint; elle avait vingt coudées de longueur répondant à la largeur de la maison, et vingt coudées de largeur. Il la couvrit d’or pur, pour une valeur de six cents talents;	Ewo kokoefewo fe kokoefe fe ho la wódidi aboklugui blave de ho la fe kekeme nu, eye efe kekeme le aboklugui blave, eye wófa sika nyuito talento alafa ade de eme
2CH	23	7	Les Lévites entoureront le roi de toutes parts, chacun les armes à la main, et l’on donnera la mort à quiconque entrera dans la maison: vous serez près du roi quand il entrera et quand il sortira.	Lewi-viwo do- me amesiame nalé efe awawonu de asi, eye woade to de fia la, ne amea de va afea me la, woawui; eye mino fia la nu, ne eva me alo wódo
2CH	10	18	Alors le roi Roboam envoya Hadoram, qui était préposé aux impôts. Mais Hadoram fut lapidé par les enfants d’Israël, et il mourut. Et le roi Roboam se hâta de monter sur un char, pour s’enfuir à Jérusalem.	Eye fia Rehabeam do Hedoram, amesi le dowowo nu la, do da, ke Israel- viwo fu kpee woku. Tete fia Re- habeam wo kaba do tasiadam hesi yi Yerusalem
2CH	12	5	Alors Schemaeja, le prophète, se rendit auprès de Roboam et des chefs de Juda qui s’étaient retirés dans Jérusalem à l’approche de Schischak, et il leur dit: Ainsi parle l’Éternel: Vous m’avez abandonné; je vous abandonne aussi, et je vous livre entre les mains de Schischak.	Eye nya- gblodila Semaya va Rehabeam kple Yuda-amegiá, siwo si le Sisak nu va Yerusalem la, gbo gblo na wo bena: Ale Yehowa gblo esi: Esi miegblém di la, eyata nye hà metso mi de asi na Sisak
2CH	35	23	Les archers tirèrent sur le roi Josias, et le roi dit à ses serviteurs: Emportez-moi, car je suis gravement blessé.	Eye anutrodalawo te fia Yosiya. Tete fia la gblo na efe dolawo bena: Mikplom anoe, elabena meho abi vevie
2CH	25	23	Joas, roi d’Israël, prit à Beth-Schémesch Amatsia, roi de Juda, fils de Joas, fils de Joachaz. Il l’emmena à Jérusalem, et il fit une brèche de quatre cents coudées dans la muraille de Jérusalem, depuis la porte d’Éphraïm jusqu’à la porte de l’angle.	Eye Israel-fia Yoas lé Yuda-fia Amazya, amesi nye Ahaz vi Yoas fe vi la, le Bet-Semes, eye wó- kploe va Yerusalem; eye wogba Yerusalem fe gli tso Efrayim-gbo la nu vasede dzogoedzigbo la gbo, ele aboklugui alafa ene
2CH	8	10	Les chefs placés par le roi Salomon à la tête du peuple, et chargés de le surveiller, étaient au nombre de deux cent cinquante.	Fia Sa- lomo fe dodzikpolawo fe amegá- wo le ame alafa eve kple blaató, amesiwo kpoa duko la dzi
2CH	23	10	Il fit entourer le roi en plaçant tout le peuple, chacun les armes à la main, depuis le côté droit jusqu’au côté gauche de la maison, près de l’autel et près de la maison.	Eye wódo duko blibo la tso ho la fe dusi me kpa dzi vasede ho la fe mia me Kpa dzi hefo Ma vosa- mlekpui la kple ho la, eye wode to de fia la
2CH	18	13	Michée répondit: L’Éternel est vivant! J’annoncerai ce que dira mon Dieu.	Tete Miha gblo bena: Meta Yehowa fe agbe: Ne menye nya, si nye Mawu ato nam la, magblo o fi! Miha gblo tete de any! di
2CH	18	12	Le messager qui était allé appeler Michée lui parla ainsi: Voici, les prophètes d’un commun accord prophétisent du bien au roi; que ta parole soit donc comme la parole de chacun d’eux! Annonce du bien!	Eye dola, si yi Miha yo ge 1a, gblo ne bena: Kpo da, nyagblo- dilawo fe gbe so, eye wogblo nya nyui na fia la; eyata wó nya neno abe wo dome desiade to ene, eye fo nu nyuie!
2CH	29	9	Et voici, à cause de cela nos pères sont tombés par l’épée, et nos fils, nos filles et nos femmes sont en captivité.	Kpo da, mía fofowo tsi yi nu, eye wode aboyo míafe nutsuviwo kple míafe nyonuviwo kpakple mía srówo le esia ta. 10 Azo medo de tame be, mabla nu kple Ye- howa, Israel fe Mawu 1a, ne efe domedzoe nu nafa de mía nu
2CH	29	11	Maintenant, mes fils, cessez d’être négligents; car vous avez été choisis par l’Éternel pour vous tenir à son service devant lui, pour être ses serviteurs, et pour lui offrir des parfums.	Vinyewo, migawo fome o, ela- benamiawoe Yehowa tia, be miano tsitre de enku me, miawo efe dowo, eye mianye efe subolawo kple ' dzudzodolawo
2CH	23	11	On fit avancer le fils du roi, on mit sur lui le diadème et le témoignage, et on l’établit roi. Et Jehojada et ses fils l’oignirent, et ils dirent: Vive le roi!	Tete wokplo fiavi la doe, wodo fiakuku la ne, eye wotso se la de asi ne; wodo fiae, eye nunola Yoyada kple viawo si ami ne, eye wodo gli bena: Fia neno agbe! Atalya wuwu
2CH	33	19	Sa prière et la manière dont Dieu l’exauça, ses péchés et ses infidélités, les places où il bâtit des hauts lieux et dressa des idoles et des images taillées avant de s’être humilié, cela est écrit dans le livre de Hozaï.	Efe gbedododa kple alesi wogo toe, efe nuvówo kata kple efe nu tovo wowowo kpakple tefe, siwo wótu nuhefewo do, eye wótso Aserawo kple legbawo do hafi ya bobo edokui la, kpo da, +oo wo de nukpolawo nuti- nya me
2CH	32	8	Avec lui est un bras de chair, et avec nous l’Éternel, notre Dieu, qui nous aidera et qui combattra pour nous. Le peuple eut confiance dans les paroles d’Ézéchias, roi de Juda.	Eya 1a *amegbeto fe aloe li kplii, ke míawo la Yehowa, mía Mawu lae, li kpli mí, ne wóakpe de mía nu, eye wóawo miafe awawo. Tete duko la do nu de Yuda-fia Hiz- kiya fe nyawo nu
2CH	30	3	car on ne pouvait la faire en son temps, parce que les sacrificateurs ne s’étaient pas sanctifiés en assez grand nombre et que le peuple n’était pas rassemblé à Jérusalem.	Elabena womete nu adui le &emagi o, elabena nu- nolawo Kaia mekpo ko wo dokui Nulitotolévi la dudu. .3,3.16. . 15, 6. £35,1
2CH	20	12	O notre Dieu, n’exerceras-tu pas tes jugements sur eux? Car nous sommes sans force devant cette multitude nombreuse qui s’avance contre nous, et nous ne savons que faire, mais nos yeux sont sur toi.	Mía Mawu, màdró wonu wo oa? Elabena ñusëa deke mele mía nu de ameha gbogbo sia, si ho de mía nu la ñuti o. Míenya nuka wo ge míala o, negbe ñuwo ko míafe nku le
2CH	1	5	Là se trouvait aussi, devant le tabernacle de l’Éternel, l’autel d’airain qu’avait fait Betsaleel, fils d’Uri, fils de Hur. Salomon et l’assemblée cherchèrent l’Éternel.	Eye Pakoblivosamlekpui, si Bezaleel, Hur vi Uri fe vi, di de Yehowa fe nofe la ngo la, le afima, eye Sa- lomo kple ameha la wodii
2CH	31	7	On commença à former les tas au troisième mois, et l’on acheva au septième mois.	Wodze nuawo fofofu gome le dzinu etólia dzi, eye wowu enu le dzinu adrelia dzi
2CH	26	4	Il fit ce qui est droit aux yeux de l’Éternel, entièrement comme avait fait Amatsia, son père.	Ewo nusi dze Yehowa nu, abe alesi fofoa Amaz- ya wo pepépe ene
2CH	24	6	Le roi appela Jehojada, le souverain sacrificateur, et lui dit: Pourquoi n’as-tu pas veillé à ce que les Lévites apportassent de Juda et de Jérusalem l’impôt ordonné par Moïse, serviteur de l’Éternel, et mis sur l’assemblée d’Israël pour la tente du témoignage?	Tete fia la yo Yoyada, si nye tato la, eye wógblo ne be- . 30, 12. «15, 12. e kp. 6. / 29, 30. g kpoFiía.11.12, na: Nukanuti mëdi tso Lewi-viwo si be, woadaho Yehowa fe dola Mose fe adzo, si wodo na Israel fe ameha la de Mawu fe agbado la ñu la, tso Yuda kple Yerusa- lem si oa?
2CH	30	17	Comme il y avait dans l’assemblée beaucoup de gens qui ne s’étaient pas sanctifiés, les Lévites se chargèrent d’immoler les victimes de la Pâque pour tous ceux qui n’étaient pas purs, afin de les consacrer à l’Éternel.	Esi ame gedewo le ameha la dome, siwo meko wo dokui nu o la, eyata Lewi-viwo wu nutitotonkekenyuie fe vosaláwo na amesiwo nu meko o, ne woako wo nu na Yehowa
2CH	18	10	Sédécias, fils de Kenaana, s’était fait des cornes de fer, et il dit: Ainsi parle l’Éternel: Avec ces cornes, tu frapperas les Syriens jusqu’à les détruire.	Zedekya, Ke- naana vi, tso ga wo ládzowo gblo bena: Ale Yehowa gblo esi: Esia- wo natso atu Aramtowo, vasede esime natsró wo avo
2CH	24	26	Voici ceux qui conspirèrent contre lui: Zabad, fils de Schimeath, femme Ammonite, et Jozabad, fils de Schimrith, femme Moabite.	Amesiwo bla de enu la, wo- nye esi: Zabad, Amoni-nyonu Si- meat fe vi, kple Yozabad, Moab- nyonu Simri fe vi
2CH	12	11	Toutes les fois que le roi allait à la maison de l’Éternel, les coureurs venaient et les portaient; puis ils les rapportaient dans la chambre des coureurs.	Ne fia la yina de Yeho- wa fe me godo la, fia nu asrafoawo tsoa wo, eye wogagbugboa wo va dana de fia nu asrafoawo fe ho me
2CH	15	17	Mais les hauts lieux ne disparurent point d’Israël, quoique le cœur d’Asa fût en entier à l’Éternel pendant toute sa vie.	Ke womede nuhbefewo da le Israel o; gake Asa fe dzi no blibo le efe agbe me nkekewo kata me
2CH	4	19	Salomon fit encore tous les autres ustensiles pour la maison de Dieu: l’autel d’or; les tables sur lesquelles on mettait les pains de proposition;	Eye Salomo tso sika nyuito wo Mawu fe afe la me nuwo kata: sikavosamlekpui la kple kpld, siwo dzi woada nku- medobolo do, 20 akaditiawo kple wofe akadigbe, siwo ano bibim le megbeho la ngo de dodo la nu
2CH	3	3	Voici sur quels fondements Salomon bâtit la maison de Dieu. La longueur en coudées de l’ancienne mesure était de soixante coudées, et la largeur de vingt coudées.	Esi Salomo le Mawu fe ho la tu ge la, ale wódo egome anyi enye si: didime le aboklu- gui tsáto blaade, eye efe kekeme le aboklugui blave, 4 akpata, si le ho la fe kekeme ngo, fe didi- me le aboklugui ewo, eye kokome le aboklugui alafa deka kple blave, eye wofa sika nyuito de eme
2CH	9	18	Ce trône avait six degrés, et un marchepied d’or attenant au trône; il y avait des bras de chaque côté du siège; deux lions étaient près des bras,	Atrakpuifoflo adelefiazikpui la ñu, eye wotso sika wo afodzidomagoe- vi de fiazikpui la nu; alo eve le anyinofe la fe ahawo kple eve dzi, eye dzata eve le tsitre de aloawo fe ahawo dzi
2CH	35	6	Immolez la Pâque, sanctifiez-vous, et préparez-la pour vos frères, en vous conformant à la parole de l’Éternel prononcée par Moïse.	Miwu nüutitotonkekenyuie fe lá la, eye miko mia dokui nu, ne miadzrae do na mia noviwo, ne woawo nu de Mawu fe nya, si wógblo to Mose dzi la nu
2CH	9	12	Le roi Salomon donna à la reine de Séba tout ce qu’elle désira, ce qu’elle demanda, plus qu’elle n’avait apporté au roi. Puis elle s’en retourna et alla dans son pays, elle et ses serviteurs.	Fia Sa- lomo ha na nusiwo kata Seba-fia- nyonu 1a di, eye wóbia lae hekpe de nusiwo fia la nae le edokui si la ñu. Emegbe eya kple efe do- lawo gbugbo heyi efe anyigba dzi. Salomo fe kesinonuwo
2CH	34	29	Le roi fit assembler tous les anciens de Juda et de Jérusalem.	Tete fia la do wofo Yuda- ame tsitsiwo kple Yerusalem-ame tsitsiwo kata nu fu
2CH	29	25	Il fit placer les Lévites dans la maison de l’Éternel avec des cymbales, des luths et des harpes, selon l’ordre de David, de Gad le voyant du roi, et de Nathan, le prophète; car c’était un ordre de l’Éternel, transmis par ses prophètes.	Edo Lewi-viwo Yehowa fe afe la me, eye wolé gakogoewo, sankuwo kple kasankuwo de asi le 2 Dawid kple fia fe nukpola Gad kpakple nyagblodila Natan fe sedede nu, elabena Yehowa ye de se la to efe nyagblodilawo dzi
2CH	23	19	Il plaça les portiers aux portes de la maison de l’Éternel, afin qu’il n’entrât aucune personne souillée de quelque manière que ce fût.	Edo agbonudzolawo Ye- howa £e afe la fe agbowo nu, be ame makomakoa deke magage de eme o
2CH	3	2	Il commença à bâtir le second jour du second mois de la quatrième année de son règne.	Edze etutu gome le efe fiadudu fe fe enelia me le pleti evelia fe nkeke eve- lia dzi
2CH	32	17	Et il envoya une lettre insultante pour l’Éternel, le Dieu d’Israël, en s’exprimant ainsi contre lui: De même que les dieux des nations des autres pays n’ont pu délivrer leur peuple de ma main, de même le Dieu d’Ézéchias ne délivrera pas son peuple de ma main.	Eye wonlo agbalé hetso ge alọ- me le Yehowa, Israel fe Mawu la nu, gblo de enu bena: Abe alesi anyigba dzi dukowo fe mawuwo mede wofe dukowo tso asinye me o ene la, nenema ke Hizkiya fe Mawu hà made efe duko atso asi- nye me o
2CH	9	21	Car le roi avait des navires de Tarsis naviguant avec les serviteurs de Huram; et tous les trois ans arrivaient les navires de Tarsis, apportant de l’or et de l’argent, de l’ivoire, des singes et des paons.	Elabena wu, siwo dea Tarsis, siwo me Huram fe dola- wo le la, le fia la si. Wuawo gbo- na tso Tarsis fe eto zi deka, eye wohea klosalo kple sika, nyidu, kesewo kple atsahewo vane
2CH	20	34	Le reste des actions de Josaphat, les premières et les dernières, cela est écrit dans les mémoires de Jéhu, fils de Hanani, lesquels sont insérés dans le livre des rois d’Israël.	Yo- safat nutinya susoeawo, tsàáto- wo kple megbetowo la, wonlo wo de Yehu, Hanani vi, fe nutinya, si wotso de Israel-fiawo fe agbalë me la me
2CH	25	13	Cependant, les gens de la troupe qu’Amatsia avait renvoyés pour qu’ils n’allassent pas à la guerre avec lui firent une invasion dans les villes de Juda depuis Samarie jusqu’à Beth-Horon, y tuèrent trois mille personnes, et enlevèrent de nombreuses dépouilles.	Ke ameha, siwo Amazya gbugbo do da, be woma- gayi awa la kplii o la, yi dakaka de Yuda-duwo me tso Samaria va- sede Bet-Horon; wowu ame akpe etó le wo dome, eye woha abo- yonu gede. í 14 Esime Amazya du Edomtowo dzi, eye wógbo la, ehe Seir-viwo fe mawuwo gboe, eye woli ma- wuawo na edokui; ede ta agu na wo, eye wodo dzudzo na wo 15 Tete Yehowa do domedzoe de Amazya nu, eye wodo nyagblodi- laa de dee woógblo ne bena: Nu- kanuti néle nu biam mawu, siwo mete nu de wofe duko tso asiwó me o la?
2CH	34	19	Lorsque le roi entendit les paroles de la loi, il déchira ses vêtements.	Esime fia la se se la me nyawo 1a, edze efe awuwo
